ReviewID,ProductID,Title,Description,Label
69,1158,"Holly Cow, What Phenomenal Sound","I am of course the very very lucky winner of the HT-Guys 10th year anniversary grand prize – the Kef R-Series 5.1.2 Dolby Atmos Speaker System: 4 x R100, 1 x R200c, 1 x R400b, 2 x R50.  I am so grateful to you guys, and to Dippin from KEF for this amazing prize.

 

I apologise for the delay of this long overdue email, but with work, travel and other engagements, I did not have the time to fully test out the speaker system before now. Holly cow what phenomenal sound.

 

First thing I wanted to point out is that I never bought individual speakers in the past.  I have a limited budget for my home ‘entertainment’ setup, and I always put more of an emphasis on the television itself than the audio equipment attached to it.  I did have ambiophonic setups in the past, but I’ve always had all-in-one systems with the inexpensive speakers that came with it.  I always thought that the quality was decent, that I could experience all the audio mixes available correctly and that the speakers were fine for my needs in a small apartment.  My last setup was an Onkyo HT-S5500, 7.1 Channel Home Theater Package.  The Onkyo HT-R591 receiver that came with it does have the height input, so I was able to plug in the R50 speakers, even though it is not an Atmos enabled receiver.

 

Wow, what a jump, I feel like I went straight from from preschool to postdoctoral studies.  The first thing that is apparent is the shear power of the R-series set of speakers, which most certainly is due to the bigger drivers.  Prior to receiving the R-400b subwoofer, I had done a calibration with the rest of the speakers.  I was surprised how well these small speakers could handle low-end sounds.

 

After a kerfuffle with U.S. / Canada customs (basically they destroyed the subwoofer and sent it back to KEF), I received the R400b.  I did a proper three-position calibration using the Audyssey microphone.  Well wow … what can I say.

 

Music:

 

I am so used to listening to mp3s or streams on the go, that I didn’t think that it would matter much to me listening to music on such a system.  Boy was I wrong … all of a sudden you rediscover new elements in music you thought you knew extremely well.  I pay for the Rdio music service, which basically allows me access to a seemingly limitless catalogue of albums from a browser.  There is also a Roku app for this service and this is the main source of streaming music to my audio setup.  I realise this is not an ideal source, but the 192 kbps streams are good enough for me.  There is a 320 kbps version, but I don’t really hear a difference.  I would love for someone to point out a piece of music where they actually hear the difference between a 192 kbps vs 320 kbps bitrate, and what to look out for.

 

I decided to use music I am quite familiar with to test out the system.

 

“David Bowie: Earthling” – I’m Afraid of Americans (Rdio)

 

There are such a variety of tones in this track and the speakers render all superbly.

I’ve never felt the low tones this way; not a wash, just exactly the tones as they are supposed to be … but with such power that after 1 min I had to stop it in fear of forever ruining my reputation as good neighbor.  This is going to be tricky … I’m going to need to spy on my neighbours to find out when they are not home so I can fully enjoy my setup.

 

“Miles Davis: Ascenceur pour l’échafaud” soundtrack (CD & Rdio)

 

I have listened to this music for such a long time on various formats (tape, CD, streaming), so I figured this would be a good test case.

 

The first thing that was obvious was the hiss in the 1998 CD release of the 1958 recording.  I never noticed this before, not that I was paying attention to it, but this is a testament to the quality of the speakers that I can notice it.  On the re-mastered version, which was available on Rdio, the hiss was absent as expected, however I did notice a bit of gating (is that the correct term?).  Basically I felt that the removal of the noise signature took a little away from the original elements, especially noticeable on the tenor sax.  But this was very slight and obviously has nothing to do with the speakers, but the mastering itself.  What a wonderful experience to listen to this piece on these speakers.  After twiddling around with the different modes of the receiver, I stopped on the Dolby Pro Logic IIz – Height setting, since it seem to provide more ‘presence’ … the effect of which gave the impression of having the musicians in the room with me.  For the first time I was aware of each individual player with all there expressiveness.  This was absolutely clear when I could hear each individual brush stroke on the snare and the subtle accents.  It gave me a whole new appreciation of the musicianship and the timeless quality of this recording.   For those of you thinking of getting the R50s to enhance your sound, I strongly recommend it as it gives more breadth and more frontal power, which enhance the illusion of having the musicians there with you.

 

Actually I'd like to know what do you guys recommend as audio mode when listening to music ?



""Gyorgy Ligeti"" – Continuum / Atmospheres / Ramifications

 

There are recordings that just beg for a multi channel aural space, anything by Gyorgy Ligeti for instance.  For those not familiar with this composer, just think of any memorable moment in a Stanley Kubrick film and chances are it’s enhanced by music by Ligeti.  It’s a music that requires precise speakers, because his compositions often play with rhythmic layers that create phasing, where every note is important.  If the sound is muddled, the effect is lost.  The KEF speakers render these effects perfectly, since again, the individual voices can clearly be heard.

 

Everything I put through it (Jazz, Rock, Folk, Classical, Electronic) sounded phenomenal to me. I never thought that surrounding myself with sound would be so pleasant, but also heighten my awareness of the musicianship by hearing very precisely the contribution of each player.  This was only made possible because of the dynamics and accurateness of these R-Series speakers.

 

 

Movies & TV:

 

I have very few 7.1 mixed films in my collection, as I tend to purchase more foreign classics in ‘full glorious mono’ (as a friend would put it), but I did have ""Prometheus"" by Ridley Scott, which I used to test out the speakers.  Right from the start, with the rolling military snare drums of the 20th Century Fox Fanfare and thunderous thump of the bass drum, I was transported into the theater.  In the introductory scene, there is a waterfall … the roar of it was quite phenomenal and then a massive alien ship hovers into the frame with substantial low tones passing overhead.  In the past, I’ve had systems that could deliver a good rumble to the room, but this is the first time I can say I could distinguish the tones of these two low hums … and even though there was absolutely no denying the power of these tones, I didn’t feel that it was simply just making the walls shake … it was clearly connected to what I was seeing on screen and totally engulfed me into the experience of being there.  Granted, this has to do with good sound design, but I think I would not have gotten this if it weren’t for these speakers.  With regards to the R50s, I have the impression they were also quite active during this sequence, because I did have the impression that the low tones of the ship were coming somewhat above me (though I realise that probably all speakers are involved to achieve this specialization).

 

I’ve also been listening lately to the Daredevil series on Netflix.  Having a Roku, I do get the Dolby Digital + mix.  In light of the fact that this character is blind and has an enhanced auditory sense, the sound mix is used quite effectively to convey this ability, especially during fight sequences.  All the thumps and positioning effects are quite vivid with these speakers and dialogue very clear in the center channel.

 

Sincerely, KEF literally brought the theater into my home and now I understand why you guys (Braden & Ara) sometime say how much nicer it is to have this experience in your own home.  As you often pointed out, the speakers make all the difference … and now I fully agree, speakers should be the number one priority of any enthusiast.

 

When I’ll have the budget for it (in the new year), I will get a full blown Atmos enabled receiver and let you guys know of my impressions.  For now I’ll just be enjoying the speakers thoroughly on a daily basis.

 

Thank you HTGuys and KEF… you rocked my world!

 

Now for the tricky part: Avoiding Eviction.

 

Off to watch some HDTV.

 

Rene",
70,1143,Fantastic Product!!!,"Wow... KEF really did an amazing job building the LS50's! From sound, build, design and even the insignificant features such as good looks... it does it all! I'd like to thank the amazing service KEF offers and once again thank them for making such a beautiful sounding product! 

Cheers!",P
71,1143,The Nike of loudspeakers,Wider area great fantastic love these little diamonds well done kef now stop production I want to be the only one to own these,P
85,1329,Q900 Review,"These speakers (Q 900) Great quality sound you can hear every instrument clearly, every time I listen they put a smile on my face, very great highs and lows also 3D sound it's amazing the vocals and instruments surround you I love these speakers i also have Q 800 and Q600 and soon Q100 for my surround sides, trust me you won't go wrong with these KEF speakers, your speaker shopping will be over. Thank you KEF keep up the awesome quality work. :-) ",P
86,1329,"Accurate, smooth, awesome soundstage!","I run a pair of Q900's in a 2 channel A/V den-room setup. From music of any kind to action movies, these speakers perform exceptionally well. The bass response is very nice. ",P
87,1329,"Clear, Crip, Concise, Right On! ",The clarity of these speakers is phenomental both for the high and the low. The Q900's pick up every detail making you feel as if you were attending a live performance!,P
91,1336,Q 900,"These speakers (Q 900) Great quality sound you can hear every instrument clearly, every time I listen they put a smile on my face, very great highs and lows also 3D sound it's amazing the vocals and instruments surround you I love these speakers i also have Q 800 and Q600 and soon Q100 for my surround sides, trust me you won't go wrong with these KEF speakers, your speaker shopping will be over. Thank you KEF keep up the awesome quality work. :-)",P
110,1199,Earpads are of low quality,"Pros: They sound good

Cons: The earpads break apart and expose the foam inside, evan after minor use. I'm on my third pair. The worst part is that KEF doesn't offer any replacement pads on their site anymore, so now I am stuck with a pair of expensive headphones that look cheap as hell. 

Can't recommend. ",N
112,1152,"Fantastic Balance between highs and lows, with exceptional clarity and smooth response","These speakers assume a prominent location in my ""man cave.""  As an owner of the T305 and X300AW systems, I was familiar with KEF's commitment to high quality design and uncompromising sound.  My dilemma was whether to purchase the LS50 or KEF R300.  I made the right choice.  With the additional bass drivers and accompanying fuller sound, these speakers were all I needed to satisfy my ears and complete my system.  Thank you, KEF for your continuing legacy of excellence.  I am a customer for life!",P
117,1343,KEF M400,Everything I expected. Lightweight and good for travel. Constructed well. Blue color looks great. I rated sound quality  a 5 but I'm comparing to my last headphones which were at a much lower price point and certainly do not measure up to the KEF M400. Overall I am extremely happy with the purchase and would recommend,P
124,1179,Great compliment  to my KEF bookshelf speakers,"I had been looking to provide a fuller sound for the room and did not want to purchase a full size speaker, instead I decided to add the E301 speakers and stands to achieve the great sound quality that KEF is known for. Very happy with them and would highly recommend. ",P
128,1163,Excellent Imaging,"I am impressed by the imaging capability of the Q100 speakers. Especially for a classic recording, you can locate every single instrument in an orchestra.",P
133,1267,hts7001,"The item match perfectly to my hts7001 speakers, in the box was printed only the khi1005, but seems to be functional in both models. The sound quality is very impressive putting the speakers at the ear level. The stands seems to be very well constructed, there is no vibrations in any moment.",P
136,1175,I cant believe how good these are,"I never heard of KEF before but a local dealer of mine recommended this system after I enquired about on-wall speakers. I live in a nice sized condo but my living room cant accommodate more stuff on the floor (and I cant afford Blade!), but I really wanted a killer HT system. T205 - insanity.  WOW. The sound coming from these is insane. Clear, crisp, great bass from the subwoofer, easy to set up. A+ KEF! Glad to know ya!",P
137,1199,Longest lasting headphones I've owned,"I've had these headphones for 2 years and I travel with them everywhere. I also work out in them, though my head is a bit smalla nd they tend to slip off on occassion. Still i think its my head size. Anyway, they have held up amazingly well for being thrown in my bag. I should be using the case included but sometimes its too big to fit in my carry-on luggage + computer.

I'm bummed that now theres a black / black pair... I'd love to trade up. Hint Hint KEF!  

Looks great, sounds great, no problems, def the best pair I've ever owned. Great value for the $",P
140,1199,KEF M500 is an excellent choice for balanced listenng,"My second set for this model. Comfortable and well made. Slightly light on bass, but non fatiguing sound quality coupled with sweet mid range and treble make these among my favorite headphones, along with my Sennheiser HD 589 cans which sound great but do not isolate sound leakage like the Kefs.",P
141,1203,KEF X300WA,"Was trying out another set of Speakers the ones with Bamboo finish plus a DAC before my trial  period ended I saw these on sale both at Amazon/KEFdirect. when I calculated the costs between the two system it was nearly the same So I got them from Amazon/Kefdirect on sale. 
Some observation 
1. ) set them up using your iphone for wireless it seems easier, my new mini Mac and Time Capsule are within 3 feet of the unit so have no issues with connectivity sound quality on the wireless is very very good. 2.)  if you mess up with connectivity on wireless system (due to software upgrade ) I called KEF  and was told to power off everything wait for 60 min.s and start afresh that worked ! 3.) Sound quality ?
 I am still breaking them in but they do sound with more clarity than the other Bamboo system 4.) when I add up the costs of the 4 amplifiers plus 2 high quality DAC's at the sale price with a  name  like KEF this is certainly a very good value ! now I need to go an audition the LS 50 ! ",P
144,1163,Great upgrade from my Klipsch Bookshelves,I was previously running some Klipsch Icon Speakers for my bookshelves. They really felt shallow and definitely didn't make their presence known so to speak. The Q100s on the other hand provide wonderful surround sound. I could not be happier with these especially while getting them at an incredible price!,P
145,1163,Amazing,"The performance on these far exceeded expectation. I can't say enough about them - I thought I was going to have to pair with a sub, but it isn't even needed. Incredible for the price and size.",P
148,1151,Great Speakers. Really good sounding speakers.,"I was undecided between a pair of LS50, R300 or R500. I finally choose the R500 and do not regret it a bit. Thanks to my friend Ralph, a real audio connoisseur, I was able to start again after 25 years. I am still breaking them in but I am really happy to have chosen KEF and the R500.",P
150,1355,The Nike of loudspeakers Review,Wider area great fantastic love these little diamonds well done kef now stop production I want to be the only one to own these,P
151,1355,Fantastic Product!!!,"Wow... KEF really did an amazing job building the LS50's! From sound, build, design and even the insignificant features such as good looks... it does it all! I'd like to thank the amazing service KEF offers and once again thank them for making such a beautiful sounding product! 
",P
152,1355,Fanfreakentastic!,"Long ago, when I was young, my Dad and I auditioned new speakers to go along with his Macintosh gear we settled on up picking the 104.2's which were simply amazing at the time and award winning to boot. Now I needed to upgrade my speakers but I was quite nervous about it as I already had a nice combination of gear and speakers. I was walking by KEF at a trade show looked over to what I was hearing and literally doubled back and did a double take. I couldn't believe the sound I heard from the LS50’s. It was so memorable I remembered the sound in my head and purchased the speakers a year later. After breaking them in I can't be happier, the imaging is amazing and the midrange, which is so hard to get right it fantastic. I was also really surprised by the low frequency extension, simply amazing for a speaker with a 5.25"" low/mid driver and no DSP. I have had over thirty people in ""The Chair"" and all end up with their jaws on the floor in disbelief while I'm grinning from ear to ear, anticipating when the parties over so I can sit and listen. KEF HIT IT OUT OF THE PARK with these speakers. An unbelievable value! Take the time to break them in (100 hours or better) and you will be blown away. Oh and I have been in the audio business for twenty-five years and am a musician so listening to music and creating music is pretty much all I do. One last thing, I am also into Hi-Res audio among other forms or audio and I was super happy that the LS50’s extend to 40KHz which so happens to meet the JAS Hi-Res standard. ",P
153,1355,Landmark Purchase!,"The LS50s are simply some of the finest bookshelf/stand-mount speakers I have ever heard. I've heard comparative offerings from most of the major players (and some of the smaller ones) and while many models have their redeeming qualities, these babies just flat out sing like nothing else.

It's remarkable - when dialed in right, and fed/driven by qualified gear, they actually disappear from the room and the only thing left is just you and the music. It seems like such a simple thing, but until you actually experience it, descriptions pale in comparison.

In a nutshell, when these things are at their best they perform on such a high level it's ridiculous. 

Two things to note, for potential buyers:

1) 8 ohms seems a bit optimistic. Measured performance, averaged out, is probably more like 6 ohms (and as low as 4 - per Stereophile). Just be sure your amplifier is up to the task. My Parasound A21 has no trouble at all but does run a bit warmer than with some B & W's.

2) They are indeed a little less sensitive than some others, but don't let that dissuade you. Just be mindful of it.

3) The bass these produce is incredible. It's more than enough for my oddly shaped 9x20x10 room (and my neighbors). If you have a large room and/or just like a lot of presence with the lowest octave then you'll want a sub.


The better the gear you can throw at these the better they will perform. I am currently in awe of how awesome they are and how luck I am to own them.


If you're reading these reviews, just do yourself a solid and pick up a pair. Try to buy from your local dealer if at all possible. Often they'll work with you, and supporting your community is more important now than ever!

The LS50s will add joy to your life. And in the end, joy is what this is all about.


-et_uptown
Chicago, IL ",P
154,1355,Works fine with low-powered tubes!,"A local dealer made me an offer I couldn't refuse, so I bought these speakers without having an opportunity to audition them. I was a bit uncertain because the specs indicate that the LS50s require some power, and my (restored) Fisher 400 tube receiver is rated at about 28 wpc. 

I had nothing to worry about; the Fisher has plenty of juice to get the LS50s singing in my little 9 x 12 listening room. Compared to my previous speakers (rated at 90dB efficiency vs. the KEF's 86dB efficiency), I only have to notch up the volume knob slightly higher to achieve the same level.

My conclusion is the quality of the power source is more important to the LS50s than the amp's nominal rating; the transformers on the Fisher 400 are pretty beefy. ",P
155,1355,Excellent workmanship and service,"I've had KEF (3005s) as my original HT system for several years in my den and am very happy with them; but I always wanted a set of stereo speakers for my living room for those cozy fireplace moments. I tested number of speakers including dynaudio, B&W, MAs and several others. The LS50 blew them all away in terms of sound stage and clarity. Currently powering them with an emotiva xpa-200 amp and their new dc-1 DAC. I listen to mostly digital music and these sound awesome in this combination! Thanks for making my holiday season even greater.",P
156,1355,LS50= Unparalled excellence,"Speakers: LS50 (2.1 with Velodyne 8"" SW) 
AV receiver: Marantz SR6008

Let me run down how this search began by saying few words: I was looking for an under 3000 dollar system for my room of 12'X10' room. I initially was thinking of 5.1 HT system but found out soon that it was a great compromise on quality ( systems tested: BW CM1/CM5 + 683; Def tech (bipolars). I heard kef for the first time when my brother happened to get R100s (in UK) and he was very very happy with them (stereo set up). That prompted me to research on this and initially thought of Q900 and Q700 (not Q500- bad review or no good reviews). I soon realized that large speakers might be too large for my room size. And then began looking for R100 series; with excellent reviews I almost wanted to buy them but luckily were not available in texas or in KefDirect store. That prompted be to look for LS50; and the more I knew about them, I got more excited about these. When I called one of the kef dealers in Dallas, he said "" LS50 are the reason for us to start selling KEF and we are very pleased with performance"" . I took a gamble and got them finally after few hiccups with ordering process (minor). 

I am not an audiophile by any standard but I can certainly appreciate fine music and this is a very brief summary of what i think
Built: Clean; classy; and Beautiful (All the people who walked in the room- first word- they look nice), heavy
Performance: This must be one of the purchases that I made ( a costly one relatively) where I feel that this is indeeed WORTH every penny. The sound is amazing in all standard. The treble is a world apart ( i personally feel BMW 600 or CM series cannot match the quality of the it and I am myself surprised to see the quality of sound that comes out from these speakers. The depth of sound produced is mind boggling in literal sense. More i listen these are getting more better. they do have Great Mids and a fantastic woofer ( although I must say, for my room a woofer makes music Complete). I placed these beauties 2.5 mtrs apart secondary to room restrictions at 10 inches about my ear level)
Connection time/ process: EASY

I am very happy customer currently and I do not regret my purchase and Infact I would highly recommend this product to anyone who really wants to enjoy a clean and in depth and most importantly non fatiguing music and even more importantly very beautiful looking speakers. 

Great Job Kef and Now you have a new fan",P
157,1355,Highly Recommended,"I listened to some KEF floorstanding reference speakers about 10 years at a speaker boutique and got hooked on high end audio. Unfortunately, I've always been buying speakers on the affordable end of the audiophile spectrum and constantly bitten by the upgrade bug as a result. These speakers are about twice as expensive as any that I have previously owned but they deliver far above their price range.Perhaps my favorite feature is their ability to play perfectly (to my ears) when off axis. I don't have a dedicated listening room, so it has been common for the best listening position to be some spot standing in the middle of the room. Now, I can fully enjoy my music from anywhere in the room. Upgrade bug officially squashed.

FYI - I mostly listen to classic and indie rock. Power with an Exposure amp and a Centrance DAC with all-digital sources.",P
158,1355,Giant Killers - Can't Be Beaten for Less than 5-10x The Price,"I was stunned that all the reviews were right about these fantastic speakers - they truly are Giant Killers, especially for their price.

They're beautiful and their sound qualities are just as amazing - when set up correctly. They do require special care in set up to sound up to their potential. Any critical comments you may have seen, likely result from improper set up. 

To sound their best, they must be placed out in the room, away from the walls, and with their ports fully open. In that configuration they really do disappear in a wall of lifelike sound, with a great soundstage and imaging. 

Of course their other sound qualities are superior as well - great bass, mids, highs, tone, tenure, texture, timbre - very real, lifelike sound, without any boxy constraints. 

They really do have bass, despite their specs - though, if you're a HT, or car audio buff, who loves inaccurate, boomy sound, you may be disappointed. I'm using the R400b with them, but they really don't need it, except for the very lowest notes.

They also require a powerful amp with high current output - 200+ w per channel into 8ohms. They're fairly inefficient. 

And... I'm using them with the DSP Anti-mode 2.0 to eliminate the ""room boom"" - especially with a sub. Makes integrating a sub a ""piece of cake."" And... provides a very good pre-amp, as well. Add a tube buffer, as I have, and the sound doesn't get much better. 

A great source, such as a great SACD player with XLR cables makes everything even better!

Do yourself a favor... and get a pair of these... unless ""you have money to burn,"" and can spend $50K on your system, which is what it will take to better them.",P
159,1355,It's all true~!,"Even with very little break-in, I can tell you that John Atkinson in Stereophile was absolutely correct: Class A for smaller rooms. Also, read the What HiFi review. 

These are solid as a rock, gorgeous finish, and provide the most amazing clarity I've ever heard. Wow! What a soundstage! Don't hesitate. If you love classics, Jazz, and vocal music, you will be in heaven.",P
160,1163,Simply Beautiful,Beautiful well balanced sound.,P
162,1201,Ordered X300A from KEF Direct,Awesome build and sound quality!,P
163,1355,These speakers are little gems!,"I have owned a number of loudspeakers over the years starting with Polk, Martin Logan, Magnepan and Gallo. While they all had their strengths, none have impressed me as much as the LS50's. From the excellent build quality to the balanced sound and deceptive small physical size, these speakers are impressive. The LS 50's disappear and present the music with accuracy-,clear highs, articulate, realistic vocals and punchy bass-the LS50's are so enjoyable to listen to. For the size and price, they are hard to beat.",P
164,1355,"Overall, a great pair. ","Overall, they are delightful to listen to. Add a sub and you might never need a big pair of speakers. 

I have them matched with the following: 

Vincent 236 Hybrid Integrated Amp 
Thorens TD-309 Turntable with Shure MX-97E Cartridge 
Pro-Ject Tube Box SE II Phono Pre-amp 
Oppo BD-95 Universal Player 
Olive Media Server 


Test Music 

Vinyl - the most crucial test 

Buckingham Nicks - ""Crying in the Night"" from German LP Pressing - Incredible album - musically and sonically - but has never been re-released and the US vinyl copies universally suck - the German pressing is quiet and Lindsey's guitars jumped out into the room with me 

Fleetwood Mac - ""Dreams"" - from recent 45 rpm double LP - This pressing beats the Japanese SACD and the US DVD-A. Its often a toss-up between these three formats (if a recording is lucky enough to get all 3) but the vinyl in this case is the winner - clean, quiet and ultra-transparent 

Olivia Newton-John - ""Country Girl"" - from Japanese Pressing of Long Live Love LP - Japanese vinyl is meticulously well crafted and regardless of what you think of this aritst,, her early country recordings (coming out of England) with Cliff Richard's old Shadows band on back-up and producing - are magnificent. Great guitars, superb sonic layers, and a clear, clean voice that some speakers can't get right - but not the KEFs! 

CD 

Eagles - ""New Kid in Town"" from the West German Target CD - very early ""flat"" transfer - sounded superb - this is the Eagles CD to own - later versions have tinkering with the sonics 

SACD 

Eric Clapton - ""Give ME Strength"" from 461 Ocean Boulevard - guitars were warm and sweet and jumped out at you 

Olive Server - I hate compression but Olive does pretty well 

Vanessa Williams - ""Midnight Blue"" from ""Everlasting Love"" - great cover of the Melissa Manchester classic - sounded much better than I expected. 

Overall, a great pair.",P
165,1355,"Design is not for everyone, but excellent sound for the money",Amazing clarity and detail on vocals and acoustics. I really wish they had grills though as the shiny brass drivers can be an eyesore (they are for me.),P
166,1355,Simply Amazing,"I must say that I am amazed at these little loudspeakers! My current speakers are ProAc Response 2.5 which were purchased well over 10 years ago at a cost of $5,000 – the current model is called D28 which represents a slight improvement and retails for $6,250 . The KEF LS50 simply buries them! Dynamics, imaging, clarity – it’s all there. Alright, so the ProAc’s have a stronger bass, but frankly I prefer the KEF’s lighter touch, seems more in scale and certainly adequate.

I am finding myself pulling out all these old records I haven’t listened to for years and enjoying it immensively, never would have thought that a mere change in technology could rekindle musical enjoyment, but there’s no arguing with success.

Makes me wonder what The Blade can do – turn heavy metal into violin sonatas?",P
167,1144,Simply Amazing,"I must say that I am amazed at these little loudspeakers! My current speakers are ProAc Response 2.5 which were purchased well over 10 years ago at a cost of $5,000 – the current model is called D28 which represents a slight improvement and retails for $6,250 . The KEF LS50 simply buries them! Dynamics, imaging, clarity – it’s all there. Alright, so the ProAc’s have a stronger bass, but frankly I prefer the KEF’s lighter touch, seems more in scale and certainly adequate.

I am finding myself pulling out all these old records I haven’t listened to for years and enjoying it immensively, never would have thought that a mere change in technology could rekindle musical enjoyment, but there’s no arguing with success.

Makes me wonder what The Blade can do – turn heavy metal into violin sonatas?",P
168,1144,"Design is not for everyone, but excellent sound for the money",Amazing clarity and detail on vocals and acoustics. I really wish they had grills though as the shiny brass drivers can be an eyesore (they are for me.),P
169,1144,"Overall, a great pair.","Overall, they are delightful to listen to. Add a sub and you might never need a big pair of speakers. 

I have them matched with the following: 

Vincent 236 Hybrid Integrated Amp 
Thorens TD-309 Turntable with Shure MX-97E Cartridge 
Pro-Ject Tube Box SE II Phono Pre-amp 
Oppo BD-95 Universal Player 
Olive Media Server 


Test Music 

Vinyl - the most crucial test 

Buckingham Nicks - ""Crying in the Night"" from German LP Pressing - Incredible album - musically and sonically - but has never been re-released and the US vinyl copies universally suck - the German pressing is quiet and Lindsey's guitars jumped out into the room with me 

Fleetwood Mac - ""Dreams"" - from recent 45 rpm double LP - This pressing beats the Japanese SACD and the US DVD-A. Its often a toss-up between these three formats (if a recording is lucky enough to get all 3) but the vinyl in this case is the winner - clean, quiet and ultra-transparent 

Olivia Newton-John - ""Country Girl"" - from Japanese Pressing of Long Live Love LP - Japanese vinyl is meticulously well crafted and regardless of what you think of this aritst,, her early country recordings (coming out of England) with Cliff Richard's old Shadows band on back-up and producing - are magnificent. Great guitars, superb sonic layers, and a clear, clean voice that some speakers can't get right - but not the KEFs! 

CD 

Eagles - ""New Kid in Town"" from the West German Target CD - very early ""flat"" transfer - sounded superb - this is the Eagles CD to own - later versions have tinkering with the sonics 

SACD 

Eric Clapton - ""Give ME Strength"" from 461 Ocean Boulevard - guitars were warm and sweet and jumped out at you 

Olive Server - I hate compression but Olive does pretty well 

Vanessa Williams - ""Midnight Blue"" from ""Everlasting Love"" - great cover of the Melissa Manchester classic - sounded much better than I expected. 

Overall, a great pair. ",P
170,1144,These speakers are little gems!,"I have owned a number of loudspeakers over the years starting with Polk, Martin Logan, Magnepan and Gallo. While they all had their strengths, none have impressed me as much as the LS50's. From the excellent build quality to the balanced sound and deceptive small physical size, these speakers are impressive. The LS 50's disappear and present the music with accuracy-,clear highs, articulate, realistic vocals and punchy bass-the LS50's are so enjoyable to listen to. For the size and price, they are hard to beat.",P
171,1144,It's all true~!,"Even with very little break-in, I can tell you that John Atkinson in Stereophile was absolutely correct: Class A for smaller rooms. Also, read the What HiFi review. 

These are solid as a rock, gorgeous finish, and provide the most amazing clarity I've ever heard. Wow! What a soundstage! Don't hesitate. If you love classics, Jazz, and vocal music, you will be in heaven.",P
172,1144,Giant Killers - Can't Be Beaten for Less than 5-10x The Price,"I was stunned that all the reviews were right about these fantastic speakers - they truly are Giant Killers, especially for their price.

They're beautiful and their sound qualities are just as amazing - when set up correctly. They do require special care in set up to sound up to their potential. Any critical comments you may have seen, likely result from improper set up. 

To sound their best, they must be placed out in the room, away from the walls, and with their ports fully open. In that configuration they really do disappear in a wall of lifelike sound, with a great soundstage and imaging. 

Of course their other sound qualities are superior as well - great bass, mids, highs, tone, tenure, texture, timbre - very real, lifelike sound, without any boxy constraints. 

They really do have bass, despite their specs - though, if you're a HT, or car audio buff, who loves inaccurate, boomy sound, you may be disappointed. I'm using the R400b with them, but they really don't need it, except for the very lowest notes.

They also require a powerful amp with high current output - 200+ w per channel into 8ohms. They're fairly inefficient. 

And... I'm using them with the DSP Anti-mode 2.0 to eliminate the ""room boom"" - especially with a sub. Makes integrating a sub a ""piece of cake."" And... provides a very good pre-amp, as well. Add a tube buffer, as I have, and the sound doesn't get much better. 

A great source, such as a great SACD player with XLR cables makes everything even better!

Do yourself a favor... and get a pair of these... unless ""you have money to burn,"" and can spend $50K on your system, which is what it will take to better them.",P
173,1144,Highly Recommended,"I listened to some KEF floorstanding reference speakers about 10 years at a speaker boutique and got hooked on high end audio. Unfortunately, I've always been buying speakers on the affordable end of the audiophile spectrum and constantly bitten by the upgrade bug as a result. These speakers are about twice as expensive as any that I have previously owned but they deliver far above their price range.Perhaps my favorite feature is their ability to play perfectly (to my ears) when off axis. I don't have a dedicated listening room, so it has been common for the best listening position to be some spot standing in the middle of the room. Now, I can fully enjoy my music from anywhere in the room. Upgrade bug officially squashed.

FYI - I mostly listen to classic and indie rock. Power with an Exposure amp and a Centrance DAC with all-digital sources. ",P
174,1144,LS50= Unparalled,"Speakers: LS50 (2.1 with Velodyne 8"" SW) 
AV receiver: Marantz SR6008

Let me run down how this search began by saying few words: I was looking for an under 3000 dollar system for my room of 12'X10' room. I initially was thinking of 5.1 HT system but found out soon that it was a great compromise on quality ( systems tested: BW CM1/CM5 + 683; Def tech (bipolars). I heard kef for the first time when my brother happened to get R100s (in UK) and he was very very happy with them (stereo set up). That prompted me to research on this and initially thought of Q900 and Q700 (not Q500- bad review or no good reviews). I soon realized that large speakers might be too large for my room size. And then began looking for R100 series; with excellent reviews I almost wanted to buy them but luckily were not available in texas or in KefDirect store. That prompted be to look for LS50; and the more I knew about them, I got more excited about these. When I called one of the kef dealers in Dallas, he said "" LS50 are the reason for us to start selling KEF and we are very pleased with performance"" . I took a gamble and got them finally after few hiccups with ordering process (minor). 

I am not an audiophile by any standard but I can certainly appreciate fine music and this is a very brief summary of what i think
Built: Clean; classy; and Beautiful (All the people who walked in the room- first word- they look nice), heavy
Performance: This must be one of the purchases that I made ( a costly one relatively) where I feel that this is indeeed WORTH every penny. The sound is amazing in all standard. The treble is a world apart ( i personally feel BMW 600 or CM series cannot match the quality of the it and I am myself surprised to see the quality of sound that comes out from these speakers. The depth of sound produced is mind boggling in literal sense. More i listen these are getting more better. they do have Great Mids and a fantastic woofer ( although I must say, for my room a woofer makes music Complete). I placed these beauties 2.5 mtrs apart secondary to room restrictions at 10 inches about my ear level)
Connection time/ process: EASY

I am very happy customer currently and I do not regret my purchase and Infact I would highly recommend this product to anyone who really wants to enjoy a clean and in depth and most importantly non fatiguing music and even more importantly very beautiful looking speakers. 

Great Job Kef and Now you have a new fan",P
